UnitID,US FR,YR,SUM,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY, Unknown_state , Foreign 
164562,564,2020,566,0,0,0,0,0,1,55,0,0,3,2,1,0,1,0,0,0,0,0,12,2,396,2,1,0,0,0,0,0,24,7,0,17,0,0,0,0,0,2,35,1,0,0,1,1,0,0,0,0,0,0,0,2
164580,457,2020,597,0,1,2,0,47,3,24,0,0,42,8,3,0,15,1,0,1,0,0,6,3,101,4,5,0,3,0,1,1,15,29,0,70,2,0,1,0,2,9,10,2,0,0,31,1,2,6,5,0,1,0,0,140
164614,7,2020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164632,145,2020,145,0,0,0,0,1,1,32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,97,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
164720,300,2020,302,0,0,0,0,3,2,32,1,1,9,3,0,0,1,0,0,0,0,2,1,0,184,0,0,0,1,0,0,1,16,4,1,12,0,0,1,2,0,6,5,0,0,0,3,0,4,3,2,0,0,0,0,2
164739,860,2021,1008,0,0,1,0,20,7,110,1,0,17,4,2,1,5,0,0,0,0,0,23,7,392,1,4,0,1,0,0,0,38,54,0,98,6,1,2,0,0,14,21,0,0,0,7,0,13,5,2,0,3,0,14,134
164748,948,2020,1241,6,2,9,1,135,12,26,1,3,51,36,4,3,26,6,5,5,6,5,8,21,104,11,7,0,7,2,2,8,12,56,0,85,27,0,29,5,4,48,11,11,0,11,63,5,5,29,27,0,8,0,8,285
164872,10,2021,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
164924,2179,2020,2391,7,1,14,1,190,26,149,7,13,61,10,8,1,87,5,2,7,3,2,23,59,514,11,28,0,19,0,3,5,25,212,0,365,13,0,23,1,8,86,32,3,0,19,58,3,9,30,31,0,5,0,1,211
164988,3018,2021,3999,5,4,17,3,338,29,141,7,10,115,61,12,7,96,7,5,10,5,5,23,75,632,25,27,4,17,4,2,7,38,223,4,553,34,0,34,3,17,141,29,5,0,10,112,5,15,55,33,1,13,0,2,979
165015,756,2021,941,1,1,6,2,51,7,25,1,0,19,25,5,0,22,0,0,2,3,0,4,14,221,4,10,0,2,0,0,1,13,65,2,142,8,0,6,2,5,23,16,3,0,3,18,1,2,8,11,0,2,0,0,185
165167,12,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165264,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165334,463,2021,463,3,0,2,0,16,2,39,1,0,7,1,5,1,4,1,0,1,1,2,22,9,169,0,7,0,1,1,0,0,14,17,0,75,2,0,1,0,2,13,13,0,0,1,7,1,16,5,1,0,0,0,0,0
165529,514,2020,514,0,0,1,0,0,0,41,0,0,5,1,0,0,1,0,0,0,0,0,11,2,380,1,0,0,0,0,0,0,13,7,0,15,0,0,1,0,0,2,28,0,0,0,2,0,2,1,0,0,0,0,0,0
165574,305,2021,320,0,0,0,0,5,0,29,0,0,7,3,0,0,0,1,0,0,0,0,4,6,159,1,0,0,0,0,0,0,9,9,1,25,2,0,1,0,1,5,25,1,0,0,6,0,2,2,0,0,1,0,0,15
165644,110,2020,122,0,0,1,0,3,0,8,0,0,4,0,0,2,0,0,0,0,0,0,4,2,47,1,0,1,0,0,0,1,4,2,0,13,1,0,0,0,0,5,2,0,0,0,5,0,0,3,1,0,0,0,0,12
165662,891,2021,1053,2,1,9,1,136,14,41,3,2,38,14,5,1,19,2,2,4,1,3,20,27,146,8,8,1,4,0,2,1,25,77,3,97,20,0,8,1,10,29,12,4,0,3,34,2,8,25,11,1,5,1,0,162
165671,437,2021,445,0,0,0,0,7,0,47,0,0,7,0,0,0,1,0,1,0,0,0,22,4,253,0,1,0,0,0,0,1,34,6,0,14,1,0,0,0,0,3,21,0,0,0,1,0,9,2,1,0,1,0,0,8
165699,772,2020,777,0,0,1,0,8,3,110,0,0,5,0,0,0,1,0,0,0,0,0,35,3,423,1,3,0,0,0,1,1,77,11,0,37,0,0,0,0,2,5,16,0,0,1,1,0,21,4,2,0,0,0,0,5
165802,163,2020,176,0,0,0,0,2,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,128,0,1,0,0,0,0,1,1,3,0,4,2,0,0,0,0,2,3,0,0,1,0,0,2,0,1,0,0,0,0,13
165884,217,2021,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165936,290,2021,317,4,0,1,0,8,3,24,0,0,3,2,1,0,5,3,0,1,0,0,11,0,119,1,0,0,0,0,0,0,24,14,1,19,0,0,1,0,1,14,7,0,1,2,6,1,4,6,2,0,1,0,5,22
166018,65,2020,67,0,1,0,0,3,0,4,0,1,1,2,0,0,0,0,0,0,1,1,2,1,21,1,2,0,0,0,0,0,2,0,0,9,1,0,1,0,0,3,0,0,0,0,4,0,2,0,2,0,0,0,0,2
166027,1627,2021,1939,9,3,11,12,181,25,52,5,9,57,36,10,3,73,14,1,7,8,11,10,42,290,33,19,5,11,4,9,6,8,71,2,223,29,2,34,4,8,50,11,8,2,15,108,7,3,53,18,4,8,3,2,310
166054,10,2020,10,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166124,710,2020,733,0,0,2,0,17,2,70,0,1,8,1,0,0,22,0,0,0,0,0,9,12,315,5,5,1,2,0,0,2,19,51,0,89,4,0,6,0,2,14,17,0,0,2,9,0,6,10,6,0,1,0,1,22
166391,301,2021,304,0,0,2,0,8,0,45,0,0,3,1,4,0,0,0,0,0,0,0,9,0,160,0,0,0,0,1,0,0,14,12,0,11,0,0,0,0,0,0,23,0,0,0,1,0,3,1,2,0,1,0,0,3
166452,314,2020,320,0,0,0,0,7,1,21,1,0,3,1,0,0,0,0,0,0,0,0,9,1,203,0,0,0,0,0,0,0,20,5,0,15,1,0,1,0,0,2,9,2,0,0,2,0,3,4,1,0,2,0,0,6
166489,3,2020,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
166656,633,2020,714,0,0,1,0,23,2,26,1,1,4,0,2,0,2,0,1,1,0,0,10,7,426,1,0,0,0,0,0,0,40,17,0,22,5,0,0,0,0,2,25,0,0,1,3,0,5,1,2,0,1,1,2,79
166683,1008,2021,1163,6,1,14,1,168,15,16,5,4,58,32,4,4,41,5,5,1,11,3,4,31,91,17,10,3,7,2,5,5,3,54,5,105,21,1,11,3,5,36,2,6,3,7,108,2,2,28,27,0,10,0,0,155
166850,1068,2020,1086,1,1,0,0,7,1,66,0,1,5,0,0,0,4,0,0,0,0,0,41,12,724,2,2,0,0,0,0,0,93,17,0,27,0,0,0,0,0,8,28,0,0,0,2,0,19,4,1,0,2,0,0,18
166911,74,2021,75,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,47,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,1
166939,477,2021,604,1,0,1,1,44,8,30,0,4,25,1,0,0,17,2,1,3,1,0,21,11,99,6,2,0,1,1,0,1,15,18,1,64,4,0,6,2,9,13,7,1,0,4,14,0,12,9,11,0,6,0,0,127
167057,59,2020,85,0,0,0,0,8,1,3,0,0,0,2,0,0,2,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,1,2,1,5,1,0,1,0,0,8,0,0,0,1,4,0,1,3,1,0,1,1,0,26
167260,307,2020,312,0,0,0,0,1,1,57,1,0,5,5,0,0,1,0,0,0,0,0,1,5,173,0,1,0,1,0,0,1,10,5,0,11,0,0,0,0,0,1,19,0,0,0,0,0,4,2,1,1,0,0,0,5
167358,4046,2021,4476,4,0,17,4,243,35,247,12,10,140,37,6,2,60,0,4,6,4,7,38,116,1073,6,27,6,1,5,0,7,65,533,4,726,33,1,27,2,15,146,60,8,0,22,148,3,19,62,45,0,10,0,0,430
167394,183,2021,183,0,0,0,0,1,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,128,0,0,0,0,0,0,1,1,2,0,7,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
167455,17,2020,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167598,217,2021,218,0,0,1,0,1,2,4,1,0,1,0,1,0,0,0,0,0,0,0,2,0,182,0,0,0,0,0,0,0,5,1,1,4,1,0,0,0,2,1,5,0,0,0,1,0,1,0,0,0,0,0,1,0
167783,392,2021,401,0,0,0,0,9,1,31,1,0,6,2,1,0,2,0,0,0,0,0,26,3,201,0,3,0,0,0,0,0,24,10,2,16,2,0,1,0,3,7,12,0,0,3,7,2,9,4,4,0,0,0,0,9
167792,107,2020,122,2,1,0,0,11,2,4,1,1,2,3,0,0,1,1,0,1,0,0,0,6,22,0,0,0,0,0,0,0,0,4,0,24,0,0,1,0,0,2,1,1,0,0,5,0,1,4,4,0,2,0,0,15
167835,566,2021,654,2,0,14,2,64,6,34,3,3,8,7,3,0,15,5,0,1,0,1,16,21,99,3,11,0,4,1,1,1,9,21,2,78,6,0,7,3,6,21,7,1,0,7,21,3,15,13,16,2,3,0,0,88
167899,599,2020,615,0,0,0,0,3,1,180,0,0,7,1,1,0,2,0,0,0,0,1,11,3,240,0,1,0,0,0,1,0,18,20,0,72,1,0,2,0,0,6,20,1,0,0,1,0,4,1,1,0,0,0,0,16
167996,680,2020,685,0,0,0,0,3,0,67,0,0,6,0,0,0,0,0,0,0,0,0,14,3,446,0,0,0,1,0,0,0,38,13,0,34,1,0,0,0,0,3,43,0,0,0,2,0,5,1,0,0,0,0,0,5
168005,865,2021,977,0,0,2,1,19,4,43,0,0,18,1,0,1,4,0,1,0,1,0,19,4,569,2,1,1,0,0,1,2,56,12,1,23,4,0,3,0,2,14,24,1,0,3,8,1,10,2,6,0,0,1,0,112
168148,1547,2021,1795,5,2,8,2,200,13,100,6,19,43,18,13,4,44,4,1,1,4,4,18,50,363,4,16,1,5,2,3,3,22,120,4,224,12,1,12,5,13,50,9,3,1,6,41,3,10,24,22,1,4,4,0,248
168218,485,2020,579,2,1,5,1,82,8,20,2,4,18,7,4,1,17,4,2,2,1,3,9,10,62,8,5,0,2,2,0,3,4,35,1,40,10,0,10,0,8,10,5,1,1,6,32,3,3,13,14,0,3,1,0,94
168227,890,2021,917,0,0,1,0,12,3,45,0,0,2,0,0,2,2,0,0,0,0,0,28,5,606,0,1,0,1,0,0,1,76,21,0,28,4,0,2,0,0,7,28,2,0,0,3,0,7,1,1,0,0,1,0,27
168254,688,2020,691,0,0,0,0,2,2,189,0,0,3,0,0,0,1,0,0,0,0,0,4,2,362,2,0,0,0,0,0,1,20,18,0,53,1,0,0,0,0,1,16,0,0,0,3,0,5,3,0,0,0,0,0,3
168281,437,2020,450,0,0,1,0,13,1,37,0,0,9,1,0,0,0,1,1,0,0,0,54,1,179,1,2,0,0,1,0,0,29,8,0,47,1,0,0,0,2,4,28,0,0,0,3,0,10,0,2,1,0,0,0,13
168342,433,2020,481,1,2,2,0,78,8,22,0,1,10,6,1,4,7,0,2,2,1,0,5,13,69,5,6,2,3,0,1,0,6,15,0,103,7,0,6,0,3,10,1,2,0,3,8,2,1,6,6,0,2,1,10,38
168421,1316,2021,1400,1,1,2,0,48,10,138,0,4,11,4,1,1,7,0,0,1,1,0,22,16,626,1,6,1,3,0,0,1,78,63,1,105,7,0,0,0,6,24,54,0,0,4,12,1,14,21,17,0,1,2,8,76
168528,542,2021,572,0,2,1,0,9,2,1,0,1,12,2,1,1,12,24,0,0,2,0,0,2,2,376,4,0,2,0,1,1,2,2,1,2,0,0,55,0,1,5,0,0,1,0,4,3,0,0,0,0,7,1,0,30
168546,473,2020,478,0,0,1,1,10,1,1,1,0,5,0,0,0,59,4,0,0,0,1,0,2,0,347,3,1,1,0,0,1,0,0,0,1,0,0,7,0,0,1,0,0,0,0,24,0,0,0,0,0,1,0,0,5
168591,315,2021,319,0,0,0,0,1,0,1,0,0,0,0,0,1,8,2,0,0,0,0,0,0,1,285,0,0,1,0,1,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,3,0,0,0,1,0,2,0,0,4
168740,232,2020,256,4,0,2,1,21,2,2,0,0,21,8,0,1,10,12,0,0,1,1,0,22,5,56,0,0,0,2,1,1,0,5,1,13,4,0,5,1,2,2,0,1,0,5,10,0,0,6,3,0,1,0,0,24
168786,203,2021,203,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,0,1,0,0,0,0,179,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0
168847,482,2021,483,0,0,0,0,2,0,0,0,0,2,0,0,0,6,8,0,0,0,0,0,0,0,446,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,2,0,2,1,0,1
169080,582,2020,659,1,2,3,0,22,13,1,0,0,5,2,0,1,62,25,5,3,1,0,1,3,3,364,7,0,2,3,0,0,0,7,1,3,1,0,8,0,0,4,2,1,0,3,2,0,0,4,9,0,8,0,0,77
169327,112,2020,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
169363,250,2020,250,0,0,0,0,3,0,0,0,0,2,1,0,0,6,10,0,0,1,0,0,0,1,193,0,1,2,0,0,0,0,0,0,2,1,0,19,0,0,0,0,0,0,2,0,2,0,1,0,0,3,0,0,0
169442,264,2021,276,0,1,0,0,0,3,0,0,0,8,2,0,0,9,1,0,0,1,0,0,2,1,206,1,1,0,0,0,1,0,3,0,2,1,0,5,0,2,2,0,0,0,1,2,0,2,2,1,0,4,0,0,12
169479,615,2020,632,0,0,1,0,4,0,0,0,0,7,1,0,0,8,11,1,0,0,0,0,1,0,558,2,0,0,0,2,1,0,0,0,3,2,0,4,1,1,0,0,1,0,0,2,1,0,1,0,0,2,0,0,17
169716,516,2021,565,0,0,1,0,0,0,0,0,1,1,2,0,0,5,1,0,0,0,0,0,2,2,486,2,0,0,0,0,0,0,2,0,0,0,0,5,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,49
169983,334,2020,340,1,0,0,0,3,1,3,0,0,3,1,0,0,3,4,0,0,0,0,0,0,0,287,0,0,0,1,1,0,1,0,0,8,2,0,6,0,0,1,0,1,0,1,4,0,0,1,1,0,0,0,0,6
170000,78,2020,78,1,1,0,0,2,0,0,0,0,1,3,0,1,2,0,0,0,1,0,1,0,0,52,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0
170037,268,2020,283,0,0,2,0,2,1,0,0,0,4,0,0,0,5,9,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,1,0,0,0,2,1,0,1,0,0,4,0,0,15
170091,39,2020,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170286,336,2020,341,4,1,5,0,18,7,2,1,0,9,4,1,5,18,18,2,3,1,1,1,5,1,95,9,0,9,0,7,2,0,2,0,4,5,1,39,2,3,8,1,2,0,0,17,0,1,6,2,1,13,0,0,5
170301,762,2020,788,0,0,1,1,2,3,1,0,0,3,0,1,0,102,33,1,1,2,0,0,5,1,542,11,0,4,0,1,0,2,1,0,1,2,0,14,0,0,3,0,0,0,0,7,0,0,2,1,0,14,0,1,25
170532,356,2020,384,0,0,1,0,15,0,1,0,1,1,2,0,0,26,3,0,0,1,0,3,1,1,245,3,0,2,0,0,0,1,2,0,2,0,0,4,0,0,1,0,0,0,4,26,0,2,3,2,0,3,0,0,28
170675,368,2020,371,0,0,1,0,2,0,2,0,0,3,0,2,0,6,0,1,0,2,0,0,2,0,310,1,0,1,0,0,1,0,1,0,3,3,0,16,3,1,1,0,0,0,0,1,0,0,2,1,0,2,0,0,3
170806,253,2021,253,0,1,0,0,1,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,1,0,233,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
170967,191,2020,196,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,181,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5
171492,281,2021,293,0,0,1,0,1,0,0,0,0,5,0,0,0,3,4,0,0,13,0,0,0,1,232,0,0,1,0,0,0,0,1,0,1,1,0,7,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,0,12
171599,296,2020,297,0,0,3,0,3,0,0,0,0,0,0,0,0,8,9,1,0,0,0,0,0,0,264,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
171881,22,2020,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172033,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172264,263,2021,273,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,0,0,0,0,0,0,0,204,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,10
172334,226,2021,231,0,0,0,0,1,1,0,0,0,3,1,3,0,6,7,1,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,5
172440,108,2020,110,1,0,1,0,6,4,0,0,0,7,0,0,0,6,0,0,0,0,2,0,1,0,53,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,7,1,0,1,1,0,8,0,0,2
173045,525,2021,539,0,0,0,0,2,1,0,0,1,0,1,0,0,2,0,4,0,0,1,0,0,0,0,477,0,1,0,1,1,0,0,0,0,0,2,1,0,0,2,0,0,4,0,0,0,0,0,0,0,24,0,0,14
173142,149,2021,198,1,0,6,0,2,2,0,0,0,4,0,0,0,2,0,4,1,0,0,0,1,0,1,91,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2,3,0,0,0,1,0,16,1,0,49
173160,505,2021,505,0,0,6,0,3,7,0,0,0,2,1,0,1,8,1,11,1,0,0,0,0,1,6,392,0,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,2,1,1,0,3,0,35,0,0,0
173258,481,2021,555,2,4,6,1,59,11,3,3,2,3,3,2,3,37,1,8,3,2,4,6,16,15,9,89,1,7,2,2,1,6,12,1,27,6,0,11,4,15,12,1,1,1,4,24,3,3,8,22,0,15,0,1,73
173300,436,2021,473,0,0,8,0,2,6,0,0,0,2,0,1,0,0,0,3,1,0,0,0,1,0,1,287,0,0,7,0,1,0,0,1,0,0,100,0,0,0,0,0,0,7,0,2,1,0,0,1,0,3,1,0,37
173328,392,2020,392,0,3,1,0,2,1,0,0,0,2,2,0,0,5,1,7,0,0,0,0,1,0,1,333,0,1,3,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,5,0,0,0,0,0,19,0,0,0
173452,150,2021,151,0,0,4,0,5,5,0,0,0,2,2,0,0,3,0,0,1,0,0,0,0,0,21,21,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,4,0,0,0,3,0,71,0,0,1
173647,522,2021,551,0,2,2,1,5,3,0,0,0,1,1,0,0,9,1,7,1,0,2,0,0,1,1,422,0,0,1,4,1,0,0,1,0,0,4,0,1,1,0,0,0,11,1,10,1,0,1,1,0,25,0,0,29
173665,455,2020,455,0,1,2,0,5,4,0,0,0,2,0,2,3,0,0,2,0,0,1,0,0,0,0,385,0,0,1,1,0,0,0,0,0,1,0,1,1,2,1,0,0,1,0,6,1,0,0,4,0,28,0,0,0
173902,478,2020,546,4,0,6,0,60,14,5,0,3,5,7,6,0,50,4,9,5,2,4,7,11,26,7,74,1,8,1,1,5,0,8,1,23,4,1,8,2,11,6,1,1,2,4,17,1,3,3,21,0,36,0,0,68
173957,36,2020,36,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
174127,160,2021,163,0,0,1,0,1,1,0,0,0,1,1,1,0,10,2,5,2,0,0,0,2,0,0,89,0,2,2,2,0,0,1,0,1,2,0,1,0,1,2,1,1,4,0,1,0,0,4,2,0,17,0,0,3
174154,78,2020,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174437,198,2020,209,1,0,1,0,3,4,1,0,0,5,0,0,0,12,7,8,1,0,0,0,0,1,6,98,1,8,2,2,1,0,0,0,0,0,2,0,3,2,0,0,0,2,1,4,0,0,2,2,0,18,0,11,0
174491,386,2021,396,0,0,0,0,8,2,0,0,0,1,0,0,2,0,0,12,0,0,0,0,1,0,3,305,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,13,0,2,0,0,0,2,0,27,0,0,10
174507,10,2020,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
174525,23,2020,25,0,0,2,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2
174747,381,2021,389,0,1,0,0,4,4,1,0,0,0,1,0,0,8,0,1,0,0,0,1,0,0,0,328,0,1,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,2,0,12,0,0,0,1,0,10,0,0,8
174792,399,2021,410,0,0,0,0,10,3,1,0,0,6,1,0,0,7,0,5,0,0,0,0,0,1,1,340,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,8,0,0,0,1,0,6,1,0,11
174817,237,2020,239,0,1,2,0,0,4,0,0,0,0,1,1,1,28,1,8,0,0,0,0,0,0,2,137,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,43,0,0,2
174844,679,2020,729,0,0,3,1,28,33,2,0,0,7,3,2,3,72,5,18,8,0,0,2,6,9,6,315,2,5,5,5,1,1,3,3,6,3,1,6,2,12,5,2,1,7,1,11,0,1,11,22,1,38,1,0,50
174862,158,2020,159,0,1,3,0,8,3,1,1,0,3,1,0,1,1,3,4,0,0,0,0,0,0,2,79,1,1,1,4,0,2,1,0,1,3,1,4,2,0,1,0,0,0,0,7,0,1,1,2,0,12,2,0,1
174899,319,2020,330,0,5,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,19,0,5,6
174914,1299,2021,1347,1,0,1,0,8,7,0,0,0,4,0,0,0,33,0,10,0,0,0,0,1,0,5,1019,0,5,3,6,2,0,1,0,0,1,11,0,2,2,2,0,1,5,0,3,0,0,0,0,0,166,0,1,47
175005,326,2020,327,0,0,4,0,2,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,2,0,0,268,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,7,0,4,0,0,0,0,0,25,0,0,1
175227,297,2021,297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
175421,275,2020,275,50,0,1,5,5,3,0,0,0,6,9,0,0,1,1,0,2,1,32,0,0,0,1,0,133,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,15,6,0,0,0,0,0,0,0,0,0
175430,129,2021,142,13,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,13
175980,190,2021,200,14,0,0,4,0,0,0,0,0,6,1,1,0,0,0,0,0,0,73,0,0,0,0,0,73,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,12,0,0,0,0,0,0,0,0,10
176053,425,2021,434,72,1,1,1,1,0,1,0,0,9,8,0,0,4,0,0,0,0,64,0,0,0,1,0,231,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,9,16,0,0,0,1,0,0,0,0,9
176318,139,2020,140,5,0,1,3,0,0,0,0,0,0,4,0,0,11,1,0,1,0,3,0,0,0,2,0,49,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41,4,0,0,0,0,0,2,0,0,1
176336,16,2020,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176406,141,2020,141,2,0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,1,0,7,0,0,0,0,0,108,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,0,0
176479,133,2021,153,4,0,2,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,11,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,20
176628,149,2020,149,1,0,0,1,3,0,0,0,0,11,4,0,0,1,0,0,23,0,3,0,0,0,0,1,1,83,0,2,0,0,0,0,0,1,0,1,5,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0
